종목코드,년도,분기,배당금지급,유동자산,유동부채,영업이익(손실),수익(매출액),당기순이익(손실),자본총계,자산총계,부채총계,ATR,MARKETCAP,TSF_SLOPE
115570,2020.0,3.0,508739520.0,41760373462.0,46935773114.0,-215232344.0,18085776787.0,-498810702.0,58809647499.0,127888000000.0,69078049403.0,0.055,37487246386.0326,-0.435
119850,2020.0,3.0,793515000.0,83254208863.0,36714946013.0,982810898.0,33645111366.0,33240709.0,102128000000.0,139932000000.0,37804095891.0,0.07,101818680379.865,0.205
120110,2020.0,3.0,27792159850.0,2025640000000.0,2242050000000.0,28679733994.0,957523000000.0,192826000000.0,2255650000000.0,5184610000000.0,2928960000000.0,0.039,1038846417913.36,0.071
121600,2020.0,3.0,1287799920.0,69943364556.0,8610542185.0,239099781.0,11920902278.0,1057120564.0,91550696365.0,105874000000.0,14322925141.0,0.075,418300341554.896,0.667
122450,2020.0,3.0,1533597940.0,180862000000.0,188120000000.0,22253020835.0,89806004389.0,39046973715.0,472059000000.0,811330000000.0,339271000000.0,0.076,315085125248.452,1.369
122690,2020.0,3.0,436564320.0,285832000000.0,579016000000.0,3443830313.0,379197000000.0,-11229904752.0,151077000000.0,840161000000.0,689083000000.0,0.078,57103676367.97,0.366
122990,2020.0,3.0,6914133250.0,201349000000.0,86731704904.0,9986669337.0,105064000000.0,5597758464.0,345900000000.0,435823000000.0,89923615051.0,0.051,448172102980.213,0.172
123040,2020.0,3.0,2530163175.0,395566000000.0,613208000000.0,13270048279.0,331128000000.0,-21612032834.0,215558000000.0,1068430000000.0,852875000000.0,0.064,300431191778.233,0.262
123410,2020.0,3.0,1670463540.0,170558000000.0,165763000000.0,1810278064.0,103690000000.0,588349776.0,122076000000.0,359941000000.0,237864000000.0,0.051,84915155232.8205,-0.031
126600,2020.0,3.0,1478079260.0,111459000000.0,31774913861.0,3997011678.0,39412244663.0,4249481281.0,115315000000.0,148647000000.0,33331599450.0,0.057,210056691475.775,0.19
131090,2020.0,3.0,350250610.0,28481644730.0,3011255867.0,404865387.0,2838216519.0,1319867212.0,32378626058.0,35495757584.0,3117131526.0,0.054,60557392572.2857,-0.205
133750,2020.0,3.0,1088245020.0,38310750563.0,36489754978.0,3212045771.0,21443167357.0,6968363530.0,64091359034.0,108978000000.0,44886188407.0,0.067,97373500740.8637,0.362
138070,2020.0,3.0,620037320.0,57164755716.0,25397655189.0,-273652475.0,11323401456.0,-397046539.0,69760694491.0,113757000000.0,43996634891.0,0.056,40839147520.0,-0.039
138080,2020.0,3.0,4246074800.0,127144000000.0,46855646721.0,5036914264.0,30156617543.0,4513675608.0,143635000000.0,192823000000.0,49187356285.0,0.054,598136393621.148,0.187
138490,2020.0,3.0,2660000000.0,114242000000.0,95459481772.0,81954348.0,76812997048.0,-3422103664.0,191533000000.0,325513000000.0,133980000000.0,0.047,154849981649.735,-0.008
140520,2020.0,3.0,1999859300.0,79262738364.0,130224000000.0,1265518933.0,42329842294.0,-26170949.0,92689259756.0,227699000000.0,135009000000.0,0.049,47073622540.3238,0.058
140860,2020.0,3.0,799983624.0,62685158902.0,16525990639.0,3990898995.0,16368933297.0,3651219762.0,52316743399.0,72203432364.0,19886688965.0,0.045,493886579360.997,0.237
141000,2020.0,3.0,0.0,125901000000.0,43655066699.0,8213752940.0,34239662899.0,5415066455.0,142239000000.0,187447000000.0,45208081800.0,0.039,112303428413.355,-0.039
143160,2020.0,3.0,2578419250.0,132850000000.0,19001440484.0,4191357546.0,34984590701.0,12485485825.0,161017000000.0,182795000000.0,21777788438.0,0.058,321491664896.0,-0.106
155650,2020.0,3.0,0.0,75739215261.0,31878822864.0,2555219651.0,37807285515.0,5543570626.0,88020452326.0,121961000000.0,33940861314.0,0.06,235639635968.0,0.163
160980,2020.0,3.0,2511292750.0,94152335298.0,44209179361.0,3951551795.0,36489591513.0,18578172975.0,124901000000.0,176060000000.0,51158983185.0,0.048,148569856386.278,0.017
170030,2020.0,3.0,994553472.0,109382000000.0,42545013026.0,3981646506.0,54983940629.0,7620991752.0,108585000000.0,153795000000.0,45210506891.0,0.073,106919756770.614,0.718
183190,2020.0,3.0,5838456000.0,327303000000.0,213108000000.0,24915980863.0,184653000000.0,8726210324.0,808787000000.0,1906810000000.0,1098030000000.0,0.031,226735780791.596,0.03
183300,2020.0,3.0,3510000000.0,134576000000.0,80042276480.0,11835529540.0,53585409617.0,10520985414.0,154507000000.0,324306000000.0,169799000000.0,0.042,398551487073.587,0.05
189690,2020.0,3.0,729121000.0,18783648893.0,1864732790.0,-481552221.0,3333377749.0,-417754738.0,52412095047.0,54537275905.0,2125180858.0,0.05,76466984686.7235,0.207
189980,2020.0,3.0,1053356250.0,41066457382.0,26491375666.0,1201940538.0,14477161898.0,1157506683.0,66360286787.0,95026614859.0,28666328072.0,0.055,61812235714.0382,-0.037
192400,2020.0,3.0,18647031000.0,306191000000.0,108120000000.0,27130629505.0,143224000000.0,87062482509.0,743293000000.0,893423000000.0,150130000000.0,0.033,704132495409.951,0.241
192440,2020.0,3.0,7838781600.0,219252000000.0,48228804422.0,41135187898.0,144334000000.0,31227859392.0,341698000000.0,403830000000.0,62132386582.0,0.049,427064024427.355,0.114
194370,2020.0,3.0,5043562400.0,295422000000.0,302334000000.0,1230398320.0,100347000000.0,5554534598.0,154872000000.0,488761000000.0,333889000000.0,0.032,94149326012.9785,0.108
200670,2020.0,3.0,4761357880.0,80053200159.0,37758270168.0,3575966045.0,22424160202.0,4036951627.0,129170000000.0,170549000000.0,41378545828.0,0.048,277941037971.064,0.002
203450,2020.0,3.0,929651050.0,39074680923.0,17429238856.0,519520573.0,10389354173.0,446350310.0,35392946381.0,57106878484.0,21713932103.0,0.067,57248132112.7869,0.6
210540,2020.0,3.0,2207170200.0,163969000000.0,75607098400.0,7192581733.0,62414119122.0,17282157426.0,183554000000.0,277783000000.0,94229054683.0,0.054,119250482875.656,0.026
221980,2020.0,3.0,1948243000.0,51230580138.0,12701173695.0,1648815701.0,12460631369.0,6108908485.0,80613227963.0,96783262579.0,16170034616.0,0.026,45794925144.2759,-0.039
228850,2020.0,3.0,2578641000.0,163263000000.0,15642880259.0,282165043.0,23196137959.0,-723942462.0,194464000000.0,226300000000.0,31835648354.0,0.04,186648811074.783,0.007
229640,2020.0,3.0,11515822037.0,291566000000.0,232973000000.0,5097103770.0,145931000000.0,6634213628.0,156123000000.0,408746000000.0,252623000000.0,0.033,215292806591.216,0.114
230360,2020.0,3.0,11663234640.0,173317000000.0,45171891179.0,18460411966.0,53926908543.0,49267363059.0,149322000000.0,195874000000.0,46552263518.0,0.058,891738151720.62,0.587
248170,2020.0,3.0,912967470.0,119611000000.0,45949403774.0,16036309216.0,86507411989.0,34397200887.0,190386000000.0,249414000000.0,59027588679.0,0.042,203060352408.009,0.012
900070,2020.0,3.0,2687120.0,516321215.0,152842263.0,13158633.0,165895235.0,1639635.0,557286109.0,793495354.0,236209245.0,0.041,27731889378.687,-0.078
900250,2020.0,3.0,0.0,1085681001.0,191417317.0,43844657.0,146162856.0,101015903.0,1700032439.0,1914814261.0,214781822.0,0.051,154864015435.852,-0.062
000020,2020.0,4.0,3312927600.0,222743000000.0,67494002399.0,23153371156.0,272075000000.0,28715102080.0,342682000000.0,433808000000.0,91125559753.0,0.068,548853061149.487,-0.111
000220,2020.0,4.0,1519439680.0,64466554695.0,18398703065.0,6270927155.0,98119846404.0,2412605436.0,117036000000.0,154901000000.0,37864565521.0,0.045,129060848654.608,-0.034
000250,2020.0,4.0,2066995750.0,166528000000.0,23658314093.0,5522905191.0,166862000000.0,7494985952.0,257696000000.0,317079000000.0,59382900115.0,0.064,1925858971758.16,0.43
000490,2020.0,4.0,1289407610.0,466434000000.0,497096000000.0,33135607128.0,895751000000.0,21001956079.0,328299000000.0,938726000000.0,610428000000.0,0.036,173177341836.944,-0.012
000590,2020.0,4.0,1311396500.0,189859000000.0,18974454971.0,15901269821.0,131637000000.0,11835399356.0,295561000000.0,323726000000.0,28164318547.0,0.03,68114372327.3096,0.08
000850,2020.0,4.0,2750000000.0,138202000000.0,46366327320.0,1428681891.0,161746000000.0,4515767538.0,296163000000.0,378376000000.0,82213083362.0,0.017,71279998323.0606,0.084
001080,2020.0,4.0,609504480.0,153136000000.0,14520078074.0,-366010135.0,196420000000.0,1271123642.0,232299000000.0,249750000000.0,17451273983.0,0.042,72624963262.7451,0.299
001130,2020.0,4.0,3290448000.0,473888000000.0,230655000000.0,22966625919.0,970248000000.0,20812924021.0,780799000000.0,1084880000000.0,304081000000.0,0.023,280540258756.319,0.032
001210,2020.0,4.0,0.0,45740319839.0,59384991970.0,-7694001101.0,45133596717.0,-24340513842.0,4240562241.0,67783031106.0,63542468865.0,0.052,120204583305.724,-0.351
001340,2020.0,4.0,3221963775.0,48347043265.0,84099136027.0,12521407160.0,171325000000.0,10145917483.0,177231000000.0,322745000000.0,145514000000.0,0.032,148904459847.175,-0.007
001430,2020.0,4.0,10678694700.0,1340400000000.0,756876000000.0,-3332103122.0,2535780000000.0,-245476000000.0,1713720000000.0,3280430000000.0,1566710000000.0,0.03,380138229911.704,0.089
001790,2020.0,4.0,6212995000.0,533040000000.0,391323000000.0,46300876000.0,1214450000000.0,22674699000.0,478569000000.0,1146240000000.0,667673000000.0,0.024,205853655367.68,0.295
001800,2020.0,4.0,39288572850.0,942467000000.0,438192000000.0,308629000000.0,2280490000000.0,218532000000.0,3494710000000.0,4497550000000.0,1002840000000.0,0.021,826919817692.279,0.105
002020,2020.0,4.0,9166819700.0,1351970000000.0,2210080000000.0,271448000000.0,4890150000000.0,152515000000.0,809123000000.0,3708130000000.0,2899010000000.0,0.03,275256253688.314,0.051
002030,2020.0,4.0,8849992150.0,658016000000.0,368857000000.0,146953000000.0,1527140000000.0,82947953814.0,1527650000000.0,2887530000000.0,1359880000000.0,0.024,193308405376.141,0.205
002230,2020.0,4.0,2865125100.0,103166000000.0,7719543418.0,-598328914.0,53223265070.0,434127253.0,136149000000.0,155671000000.0,19522013474.0,0.039,91042167948.2158,-0.017
002320,2020.0,4.0,6307327000.0,577928000000.0,755214000000.0,105917000000.0,2215690000000.0,9096797906.0,1237930000000.0,3788650000000.0,2550730000000.0,0.043,714496263903.124,-0.01
002450,2020.0,4.0,4176369650.0,205997000000.0,235406000000.0,20180616325.0,247858000000.0,9961370430.0,222897000000.0,622372000000.0,399475000000.0,0.017,132175047037.352,0.098
002710,2020.0,4.0,790089630.0,136858000000.0,133758000000.0,970928249.0,431798000000.0,-1687460207.0,121131000000.0,306759000000.0,185628000000.0,0.081,138670472627.706,0.513
002800,2020.0,4.0,424774000.0,39679508104.0,34382055712.0,-4169591506.0,67128841180.0,201286429.0,56047765964.0,118134000000.0,62086288020.0,0.063,138658352678.684,0.301
002840,2020.0,4.0,3254100000.0,137696000000.0,35622098321.0,42883951043.0,294984000000.0,51848333045.0,267574000000.0,328955000000.0,61380690918.0,0.016,577124179328.476,0.192
002870,2020.0,4.0,1662147000.0,66065331922.0,5459743692.0,-10378451993.0,33771091309.0,32922701545.0,100412000000.0,107755000000.0,7342669960.0,0.099,122355600858.537,0.96
002920,2020.0,4.0,6209500000.0,198483000000.0,72507841512.0,-1513823202.0,241546000000.0,-2972498187.0,295139000000.0,411317000000.0,116178000000.0,0.027,71355685101.4493,0.018
003010,2020.0,4.0,675528900.0,123496000000.0,102338000000.0,8819184380.0,217541000000.0,4815521110.0,98183783554.0,207883000000.0,109699000000.0,0.033,65979130123.3013,-0.004
003080,2020.0,4.0,2678342310.0,82771649280.0,12981735982.0,-3712416585.0,51733628517.0,-6003951813.0,136677000000.0,159210000000.0,22532878958.0,0.02,89289224668.0598,0.099
003200,2020.0,4.0,3544385330.0,454650000000.0,155405000000.0,13548435094.0,464871000000.0,10432532205.0,729568000000.0,964200000000.0,234632000000.0,0.025,186472809909.77,0.212
003610,2020.0,4.0,1563872320.0,144143000000.0,37073394687.0,-1342292874.0,116547000000.0,5114514328.0,191949000000.0,236854000000.0,44904870692.0,0.031,80819895759.4947,0.009
003650,2020.0,4.0,3063464000.0,219110000000.0,27492444154.0,18718692917.0,277578000000.0,19678866217.0,277127000000.0,311813000000.0,34685536549.0,0.011,111860900746.085,0.103
003670,2020.0,4.0,24715148000.0,810611000000.0,220646000000.0,60269659752.0,1566240000000.0,29747509154.0,1023620000000.0,2088050000000.0,1064440000000.0,0.039,8056164123734.78,0.573
003780,2020.0,4.0,2340000000.0,31919213844.0,20203993890.0,7890467523.0,64314340747.0,5136548707.0,43429702602.0,70722583811.0,27292881209.0,0.048,65780033034.2811,0.189
003960,2020.0,4.0,1103099151.0,484759000000.0,496566000000.0,49420063503.0,1718100000000.0,36150823097.0,451627000000.0,1124140000000.0,672516000000.0,0.032,149380870746.715,0.225
004080,2020.0,4.0,1148678350.0,61483388824.0,50644689176.0,3157339788.0,116652000000.0,12431335933.0,91901978902.0,146177000000.0,54274739044.0,0.063,104499946340.277,0.189
004100,2020.0,4.0,215119300.0,183674000000.0,262663000000.0,-3372777178.0,404433000000.0,-9581031867.0,99422753205.0,442254000000.0,342831000000.0,0.032,40736998130.5263,0.143
004150,2020.0,4.0,276317000.0,166971000000.0,92641228000.0,12456630000.0,359482000000.0,72651848000.0,526474000000.0,627140000000.0,100666000000.0,0.028,154801602560.0,0.08
004590,2020.0,4.0,1800000000.0,51660362419.0,20238447444.0,10490762873.0,75467988265.0,9254842348.0,116752000000.0,155635000000.0,38883323706.0,0.023,67125054981.1371,0.049
004890,2020.0,4.0,1624553250.0,280995000000.0,42206992878.0,1983168601.0,333283000000.0,8015170130.0,360482000000.0,417501000000.0,57018140195.0,0.01,184073802992.862,0.108
004980,2020.0,4.0,3764393550.0,282757000000.0,472710000000.0,21195353796.0,722306000000.0,10140408620.0,407418000000.0,1090270000000.0,682849000000.0,0.028,179457706212.182,0.085
005010,2020.0,4.0,2286500400.0,261451000000.0,124843000000.0,17657216066.0,365613000000.0,8641225706.0,414464000000.0,604130000000.0,189666000000.0,0.021,74565514696.0635,0.098
005360,2020.0,4.0,1329411490.0,74296366090.0,58293752318.0,40112875.0,127763000000.0,51406535.0,89789336732.0,195682000000.0,105892000000.0,0.042,103746215445.041,-0.08
005440,2020.0,4.0,22065253000.0,1101780000000.0,546657000000.0,78571680000.0,3238490000000.0,81562551000.0,2190180000000.0,3068470000000.0,878288000000.0,0.025,899464167424.0,0.206
005720,2020.0,4.0,10882375085.0,1344020000000.0,849081000000.0,62331788527.0,1968540000000.0,769301249.0,2041280000000.0,4239210000000.0,2197930000000.0,0.023,247908572297.89,0.218
005860,2020.0,4.0,985092125.0,83910719970.0,81334551389.0,3429452126.0,331608000000.0,2317196265.0,63049549555.0,152562000000.0,89512582281.0,0.024,69547561109.1541,0.029
005960,2020.0,4.0,15442991500.0,541194000000.0,261356000000.0,52134864451.0,1214630000000.0,44325414272.0,459854000000.0,954234000000.0,494380000000.0,0.032,311332540847.942,0.304
006650,2020.0,4.0,15440250000.0,605231000000.0,69030729326.0,170161000000.0,1882730000000.0,127243000000.0,1894120000000.0,2127550000000.0,233431000000.0,0.046,1494999474105.98,0.285
006880,2020.0,4.0,946308640.0,30297257657.0,39398543858.0,5152838429.0,205882000000.0,2771232829.0,90567106430.0,167829000000.0,77261903927.0,0.034,48320819200.0,0.198
006920,2020.0,4.0,160515000.0,25325619609.0,12539458348.0,466957070.0,70745703425.0,177343995.0,29879491187.0,53725620047.0,23846128860.0,0.053,52252204731.0564,0.134
007070,2020.0,4.0,62378350741.0,923272000000.0,1682200000000.0,252567000000.0,8862320000000.0,154522000000.0,2667180000000.0,7177770000000.0,4510590000000.0,0.02,3607534336523.91,-0.007
007210,2020.0,4.0,188719320.0,206049000000.0,146841000000.0,9603185124.0,444168000000.0,1271936773.0,291757000000.0,464448000000.0,172691000000.0,0.052,171742703742.16,0.237
007540,2020.0,4.0,905186610.0,176251000000.0,56043065890.0,41110653286.0,319076000000.0,35272383470.0,291008000000.0,381156000000.0,90148032059.0,0.026,140914217147.508,0.033
007590,2020.0,4.0,4356848380.0,139014000000.0,33345537519.0,9342248535.0,129522000000.0,6731223924.0,141791000000.0,196027000000.0,54235749695.0,0.01,87152492852.163,0.041
007610,2020.0,4.0,446725475.0,72312133150.0,37153903629.0,2555589641.0,86174499877.0,2506054567.0,93272729747.0,175592000000.0,82319284585.0,0.034,54270023118.504,0.211
007660,2020.0,4.0,2385994260.0,224300000000.0,295044000000.0,1963548854.0,514188000000.0,-13504623004.0,65108814354.0,389385000000.0,324276000000.0,0.036,224774785886.857,-0.103
007700,2020.0,4.0,15337382000.0,522198000000.0,242823000000.0,122579000000.0,837616000000.0,85358337004.0,551724000000.0,817829000000.0,266105000000.0,0.029,1650626038773.37,-0.153
007770,2020.0,4.0,526500000.0,82429100201.0,13246902820.0,1457055363.0,86793095411.0,-1311618999.0,91546582404.0,143038000000.0,51491119075.0,0.024,35977522229.3839,0.122
007980,2020.0,4.0,1782583780.0,344777000000.0,368076000000.0,-1965767675.0,785040000000.0,-12389206913.0,177243000000.0,675981000000.0,498738000000.0,0.041,101005363215.476,0.276
008370,2020.0,4.0,1710000000.0,44379301511.0,7162708419.0,5128117906.0,73605433290.0,3624875376.0,74606505854.0,84602957429.0,9996451575.0,0.024,52979970649.8041,0.091
008500,2020.0,4.0,0.0,22812972490.0,10746512013.0,-7342535939.0,31330330167.0,-4221169632.0,25522013295.0,46768525308.0,21246512013.0,0.073,22079990043.0569,0.149
009070,2020.0,4.0,1420873325.0,118348000000.0,130128000000.0,20961616726.0,488734000000.0,13798003744.0,209296000000.0,441446000000.0,232151000000.0,0.061,112500036221.636,0.886
009140,2020.0,4.0,332578250.0,45470810297.0,2530545593.0,968626905.0,20795738469.0,1350532788.0,54067922520.0,57835598428.0,3767675908.0,0.043,39348518402.3594,0.072
009160,2020.0,4.0,3650478106.0,353238000000.0,249080000000.0,7787378466.0,365863000000.0,34139483966.0,463986000000.0,737278000000.0,273292000000.0,0.02,161610998510.794,0.057
009620,2020.0,4.0,825400000.0,141237000000.0,193984000000.0,8832355172.0,299936000000.0,-7064158653.0,39906204931.0,296023000000.0,256117000000.0,0.089,98860439893.3333,2.798
009780,2020.0,4.0,1056000000.0,71831653320.0,55910261422.0,12874933569.0,146371000000.0,8939756391.0,100737000000.0,166618000000.0,65881025634.0,0.039,88176107569.5484,-0.011
010040,2020.0,4.0,781572120.0,66730796646.0,20535084831.0,5181220846.0,203695000000.0,1475766202.0,144184000000.0,202829000000.0,58645134405.0,0.035,172276187715.623,0.14
010100,2020.0,4.0,1522521000.0,385073000000.0,372530000000.0,13774017645.0,881568000000.0,11424414939.0,236960000000.0,667999000000.0,431038000000.0,0.055,111752960418.234,0.572
010240,2020.0,4.0,1848404400.0,64157164226.0,24864364897.0,15608367661.0,119116000000.0,11754325418.0,74031445331.0,108558000000.0,34526283250.0,0.039,71594797635.6226,0.153
011200,2020.0,4.0,25000000.0,2237240000000.0,2880670000000.0,980781000000.0,6413270000000.0,123966000000.0,1688550000000.0,9373360000000.0,7684810000000.0,0.061,9612106339553.84,1.02
011690,2020.0,4.0,0.0,76871101912.0,79181110947.0,-4156945046.0,107392000000.0,-43044842825.0,31866907586.0,113153000000.0,81286585537.0,0.0,219445116928.0,0.0
011700,2020.0,4.0,476789265.0,64739875503.0,9478924802.0,3875105145.0,51636393234.0,3460528542.0,82339174032.0,95212694305.0,12873520273.0,0.029,52887183360.0,-0.005
012200,2020.0,4.0,1197131955.0,163154000000.0,98164153038.0,3007589451.0,379681000000.0,9385033043.0,185723000000.0,294210000000.0,108486000000.0,0.051,70751770136.0048,0.355
012320,2020.0,4.0,1140154500.0,237079000000.0,74504112290.0,19465611758.0,310533000000.0,16483709223.0,430745000000.0,589278000000.0,158533000000.0,0.025,73788692889.6,0.156
012450,2020.0,4.0,17431420589.0,5122730000000.0,3900360000000.0,243947000000.0,5321440000000.0,164740000000.0,2989730000000.0,9464820000000.0,6475090000000.0,0.027,1442954736193.29,0.081
012610,2020.0,4.0,2034338250.0,263173000000.0,216267000000.0,3369846654.0,329312000000.0,-7581553453.0,228382000000.0,505102000000.0,276720000000.0,0.027,292979269370.674,0.004
013570,2020.0,4.0,5181961650.0,462943000000.0,259006000000.0,41721199991.0,789429000000.0,2967607435.0,467180000000.0,795605000000.0,328426000000.0,0.024,119227848972.701,0.074
013870,2020.0,4.0,572168400.0,225382000000.0,183590000000.0,-9655812327.0,445770000000.0,-7966501350.0,228106000000.0,488508000000.0,260402000000.0,0.049,151624721079.262,-0.052
014440,2020.0,4.0,2020000000.0,73052547916.0,27144832814.0,4410863710.0,107369000000.0,2658898067.0,147522000000.0,174720000000.0,27197470265.0,0.034,74100006647.0296,0.054
014470,2020.0,4.0,1055409460.0,83874583126.0,54093865974.0,-176078578.0,334975000000.0,-5988289197.0,176981000000.0,255804000000.0,78822954577.0,0.06,164843195596.8,0.082
014530,2020.0,4.0,5386911840.0,111332000000.0,82518295059.0,14308599806.0,622861000000.0,7172430393.0,172746000000.0,292655000000.0,119909000000.0,0.022,120473824498.958,0.142
014820,2020.0,4.0,12864186474.0,453802000000.0,450668000000.0,97672315873.0,1078540000000.0,61635027050.0,616461000000.0,1255820000000.0,639357000000.0,0.053,1034987703286.43,0.449
014830,2020.0,4.0,10667811600.0,490964000000.0,260591000000.0,96249278752.0,890460000000.0,76818319159.0,781998000000.0,1120790000000.0,338797000000.0,0.022,377802785339.548,0.051
015710,2020.0,4.0,2655653980.0,71821287225.0,20094924052.0,10870078156.0,118930000000.0,7277825185.0,122472000000.0,151268000000.0,28796444340.0,0.035,119558054018.032,0.15
015760,2020.0,4.0,81298000000.0,20561900000000.0,25881200000000.0,4086280000000.0,58569300000000.0,2092470000000.0,70666800000000.0,203142000000000.0,132475000000000.0,0.032,17589811280945.5,0.297
016450,2020.0,4.0,22691082750.0,1046490000000.0,880103000000.0,81651030400.0,2797950000000.0,70484031570.0,745785000000.0,1840010000000.0,1094230000000.0,0.055,306400347716.619,0.562
017040,2020.0,4.0,650064225.0,92816477835.0,43849787048.0,4237432604.0,123548000000.0,4529827099.0,109787000000.0,165885000000.0,56097483957.0,0.033,87108593996.9261,0.017
017250,2020.0,4.0,2054546700.0,43916770387.0,36080930778.0,-15513765194.0,63355185912.0,-18530422613.0,46448851074.0,91296070051.0,44847218977.0,0.026,28621815808.0,-0.188
018120,2020.0,4.0,8933981400.0,57918228060.0,10313678566.0,15509658089.0,101854000000.0,11403029918.0,80993443713.0,92958148398.0,11964704685.0,0.01,203268379863.579,0.016
019010,2020.0,4.0,1206000000.0,92258656958.0,198698000000.0,3755820891.0,49083339488.0,10193827287.0,298769000000.0,578313000000.0,279545000000.0,0.031,90134092417.7439,0.166
019990,2020.0,4.0,470970850.0,19350266569.0,1806054128.0,373055127.0,22944976386.0,445307458.0,40600090057.0,46012905617.0,5412815560.0,0.042,41121882971.5358,-0.098
020760,2020.0,4.0,0.0,19350505062.0,76645510020.0,-30480103324.0,66857776986.0,-37043643132.0,28374050118.0,113894000000.0,85519735577.0,0.055,279064575056.589,0.688
021050,2020.0,4.0,464565100.0,96750905763.0,89815286708.0,8055621201.0,238078000000.0,-5651135973.0,105572000000.0,225954000000.0,120383000000.0,0.041,131504637110.925,-0.165
021650,2020.0,4.0,406252225.0,77639478671.0,59126346965.0,11793825511.0,170693000000.0,10508056473.0,67300325366.0,138711000000.0,71410918224.0,0.041,64584677682.7053,0.117
023160,2020.0,4.0,2586724200.0,262101000000.0,29138875157.0,-3113244031.0,188404000000.0,-5041578306.0,424400000000.0,461779000000.0,37378095734.0,0.03,202989843160.293,0.155
023600,2020.0,4.0,2014723625.0,159284000000.0,73084197914.0,46862271496.0,403446000000.0,41516245498.0,434880000000.0,586616000000.0,151735000000.0,0.047,194040046376.652,0.569
023900,2020.0,4.0,2016000000.0,73951755862.0,23115351456.0,11162463333.0,117990000000.0,9147418657.0,155555000000.0,185064000000.0,29509061798.0,0.043,263969861106.872,0.018
024890,2020.0,4.0,411156350.0,62048439135.0,47038425112.0,348221278.0,108787000000.0,-2183149795.0,76025089568.0,129796000000.0,53771259215.0,0.04,73836069326.8249,0.192
024940,2020.0,4.0,234967000.0,30945436117.0,8292391230.0,503769538.0,57693667086.0,2311221997.0,39546554026.0,49131386214.0,9584832188.0,0.058,39350013128.8088,0.012
025880,2020.0,4.0,236777025.0,51321338977.0,34939570484.0,1414553193.0,65740379713.0,1108004094.0,53207379788.0,101409000000.0,48201462719.0,0.044,38947944977.0667,0.1
027050,2020.0,4.0,0.0,35514739167.0,24376553207.0,-844478184.0,86658437013.0,-538794173.0,77904658075.0,114173000000.0,36268240237.0,0.036,198399892168.074,-0.064
029530,2020.0,4.0,9832209000.0,746933000000.0,57277716864.0,-14618313385.0,335846000000.0,-13416107380.0,848522000000.0,916234000000.0,67712531650.0,0.029,267120593277.567,0.25
030520,2020.0,4.0,0.0,287477000000.0,175023000000.0,68214217894.0,401369000000.0,46611674203.0,452542000000.0,722343000000.0,269802000000.0,0.03,455788305835.817,-0.027
031510,2020.0,4.0,496800000.0,84791476995.0,92404501535.0,6595449069.0,128165000000.0,2274850502.0,116397000000.0,213644000000.0,97246693870.0,0.043,80360028586.3754,-0.092
031980,2020.0,4.0,531746700.0,93239081309.0,18093640566.0,-2464095518.0,39774309564.0,59201747768.0,197505000000.0,239229000000.0,41723577341.0,0.027,178967760765.431,0.17
032190,2020.0,4.0,57137966530.0,34796000000000.0,34273700000000.0,1055320000000.0,5093910000000.0,657982000000.0,3318170000000.0,38997600000000.0,35679400000000.0,0.035,490240129996.602,0.034
033290,2020.0,4.0,8657912700.0,209317000000.0,60849362792.0,80058893972.0,426421000000.0,60770801119.0,289165000000.0,372326000000.0,83160774966.0,0.023,318406039891.508,-0.1
033500,2020.0,4.0,5859393760.0,128036000000.0,124872000000.0,31975546018.0,387986000000.0,21277787445.0,109768000000.0,246498000000.0,136729000000.0,0.041,352376309802.14,0.224
033640,2020.0,4.0,6233334540.0,237867000000.0,133296000000.0,-3566837922.0,343560000000.0,-62280613272.0,260605000000.0,801694000000.0,541089000000.0,0.039,980016449287.399,0.196
033780,2020.0,4.0,556952000000.0,6750380000000.0,1991490000000.0,1481050000000.0,5301620000000.0,1171640000000.0,9091570000000.0,11468400000000.0,2376810000000.0,0.015,11120637048724.7,0.048
033830,2020.0,4.0,1512570400.0,78901124724.0,4905644981.0,2915148167.0,35291791914.0,3767801849.0,113314000000.0,119625000000.0,6310328071.0,0.051,108999941241.797,0.152
034230,2020.0,4.0,8518445700.0,520916000000.0,361867000000.0,-86150819625.0,453881000000.0,-166876000000.0,1433550000000.0,3313510000000.0,1879960000000.0,0.034,1403913054315.79,0.248
034590,2020.0,4.0,5152498750.0,147005000000.0,58653333734.0,10771512903.0,504492000000.0,11385367826.0,191671000000.0,340212000000.0,148540000000.0,0.012,109368914580.645,0.009
036190,2020.0,4.0,7800000000.0,169109000000.0,29778527128.0,26993690073.0,235336000000.0,39829946758.0,257559000000.0,294094000000.0,36535049152.0,0.019,174599799484.92,0.061
036530,2020.0,4.0,11280557250.0,1241960000000.0,461443000000.0,127086000000.0,1435750000000.0,77889419554.0,1617530000000.0,2270490000000.0,652957000000.0,0.025,242927699873.06,0.056
036580,2020.0,4.0,1750941800.0,468258000000.0,590929000000.0,39715048440.0,1333940000000.0,11482259930.0,307152000000.0,989344000000.0,682192000000.0,0.033,177395888947.2,-0.089
036800,2020.0,4.0,4312050120.0,608421000000.0,472741000000.0,36724046564.0,519326000000.0,12982294964.0,240716000000.0,714931000000.0,474215000000.0,0.026,285000191689.174,0.162
036890,2020.0,4.0,3992858200.0,175356000000.0,114453000000.0,23012553842.0,311241000000.0,15151971990.0,149629000000.0,280009000000.0,130380000000.0,0.056,278780025453.862,0.029
